Center Name,Incident ID,Closed,Completed,Alert,Q1,Q2,Q3,Q4,Q5,Resolution,Comments,Contact Me
CCS Help Centre,158183,7/31/2012,8/1/2012 6:44:17,TRUE,3,2,1,2,2,FALSE,,FALSE
CCS Help Centre,158202,7/31/2012,8/1/2012 15:05:44,TRUE,5,5,5,5,5,TRUE,The issue was dealt with promptly and properly.,FALSE
CCS Help Centre,158205,7/31/2012,8/5/2012 1:51:30,TRUE,4,5,5,5,5,TRUE,"Hello,",
"I continue to experience an issue with REPLY. If I'm sending an e-mail, I cannot see any activity in a folder of SENT e-mail. Looks like people don't get e-mails from me. Can you please provide an instruction on how to deal with such a problem? Thanks, ??????????",FALSE,,,,,,,,,,,
CCS Help Centre,157777,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157818,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157884,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157879,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157865,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157888,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157864,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157857,7/26/2012,7/26/2012 8:29:27,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157397,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157892,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157893,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157897,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157898,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157895,7/26/2012,7/26/2012 11:17:45,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,155406,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157906,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157907,7/26/2012,,FALSE,,,,,,,,
CCS Help Centre,157781,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157766,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157780,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157783,7/25/2012,7/25/2012 9:17:38,TRUE,2,4,5,4,3,TRUE,"If you receive a message you think is spam in the future, please check our website – see below – to see if this message has already been reported. I do not think the tone of this remark is helpful at all",FALSE
CCS Help Centre,157785,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157769,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157676,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157660,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157788,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157385,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157715,7/25/2012,7/25/2012 7:45:35,FALSE,5,NA,4,5,4,TRUE,,FALSE
CCS Help Centre,157793,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157799,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157800,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157826,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157747,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157827,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157792,7/25/2012,7/25/2012 11:53:21,FALSE,2,5,5,2,2,,My question was not answered.,FALSE
CCS Help Centre,157839,7/25/2012,7/25/2012 14:59:48,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157840,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157842,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157845,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157847,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157848,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157853,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157854,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157856,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157844,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157859,7/25/2012,,FALSE,,,,,,,,
CCS Help Centre,157673,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157662,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157149,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157682,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157603,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157684,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157683,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157685,7/24/2012,7/24/2012 8:42:29,TRUE,5,5,5,5,5,TRUE,"Quick, concise and polite reply. Good stuff.",FALSE
CCS Help Centre,157696,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157697,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157702,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157687,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157701,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157699,7/24/2012,7/24/2012 9:53:01,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157703,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157133,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157709,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157148,7/24/2012,7/24/2012 11:30:02,FALSE,5,5,4,5,5,TRUE,,FALSE
CCS Help Centre,157712,7/24/2012,7/24/2012 12:36:05,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157723,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157724,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157727,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157728,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157726,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157731,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157721,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157720,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157736,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157740,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157741,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157746,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157755,7/24/2012,7/25/2012 10:23:09,TRUE,5,5,5,5,5,TRUE,Appreciated the prompt service - thanks!,FALSE
CCS Help Centre,157744,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157719,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157725,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157714,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157761,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157762,7/24/2012,,FALSE,,,,,,,,
CCS Help Centre,157554,7/23/2012,7/23/2012 19:26:55,FALSE,5,5,3,5,4,TRUE,,FALSE
CCS Help Centre,157573,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157582,7/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,157585,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157564,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157589,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157590,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157159,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157423,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157600,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157607,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157602,7/23/2012,7/23/2012 11:57:29,FALSE,5,4,5,5,5,TRUE,,FALSE
Library IT Help Desk,157609,7/23/2012,7/23/2012 9:32:56,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157618,7/23/2012,,FALSE,,,,,,,,
Library IT Help Desk,157617,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157621,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157620,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157623,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157624,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157553,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157561,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157559,7/23/2012,7/23/2012 14:17:07,TRUE,5,5,5,5,5,TRUE,Asked a simple question and got timely and (assume) accurate response.,FALSE
CCS Help Centre,157627,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157635,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157648,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157652,7/23/2012,7/24/2012 7:08:46,FALSE,4,4,4,4,4,TRUE,,FALSE
CCS Help Centre,157657,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157583,7/23/2012,,FALSE,,,,,,,,
CCS Help Centre,157659,7/23/2012,7/23/2012 15:10:10,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,155980,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157424,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,154559,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157510,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,156733,7/20/2012,7/20/2012 8:28:47,FALSE,5,3,4,5,4,TRUE,,FALSE
CCS Help Centre,156931,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157528,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157532,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157536,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157539,7/20/2012,7/20/2012 12:47:29,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157529,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157530,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157516,7/20/2012,9/19/2012 18:29:30,TRUE,NA,NA,1,NA,2,FALSE,"Hi, the reply took too long, i sorted it out myself.",FALSE
CCS Help Centre,157545,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157546,7/20/2012,7/20/2012 14:09:23,FALSE,4,4,5,4,4,TRUE,,FALSE
CCS Help Centre,157547,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157549,7/20/2012,7/20/2012 14:25:51,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157552,7/20/2012,,FALSE,,,,,,,,
CCS Help Centre,157422,7/19/2012,7/19/2012 13:37:18,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157418,7/19/2012,7/19/2012 12:41:07,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157450,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157452,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157454,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157460,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157462,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157466,7/19/2012,7/19/2012 15:22:53,FALSE,5,5,5,5,5,TRUE,,FALSE
CCS Help Centre,157468,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157469,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157470,7/19/2012,7/19/2012 12:47:56,FALSE,3,3,3,3,3,TRUE,,FALSE
CCS Help Centre,157428,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157425,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157471,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157476,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157388,7/19/2012,7/19/2012 13:50:17,FALSE,5,NA,3,4,4,TRUE,,FALSE
CCS Help Centre,157453,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157456,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157459,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157487,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157488,7/19/2012,,FALSE,,,,,,,,
Library IT Help Desk,157490,7/19/2012,,FALSE,,,,,,,,
CCS Help Centre,157491,7/19/2012,7/19/2012 20:50:58,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,157325,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157324,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157320,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157322,7/18/2012,7/19/2012 8:31:10,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,157298,7/18/2012,7/18/2012 11:27:25,TRUE,5,5,5,5,5,TRUE,Thanks alot the service was very fast and professional..,
CCS Help Centre,157302,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157318,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157309,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157310,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157253,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157316,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157311,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157333,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157306,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157313,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157291,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157293,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157289,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157312,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157307,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157337,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157336,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157343,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157250,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,155625,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157323,7/18/2012,7/18/2012 9:47:16,FALSE,5,5,5,5,5,FALSE,,
CCS Help Centre,157347,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157348,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157356,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157361,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157362,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157366,7/18/2012,7/18/2012 10:43:37,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,157367,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157368,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157369,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157370,7/18/2012,7/18/2012 11:36:51,TRUE,5,5,5,5,5,TRUE,You really acted professionally. Keep it up.,
CCS Help Centre,157372,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157375,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157381,7/18/2012,8/7/2012 13:49:17,FALSE,5,5,5,5,5,TRUE,,
Library IT Help Desk,157391,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157403,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157280,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157365,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157380,7/18/2012,,FALSE,,,,,,,,
CCS Help Centre,157189,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157181,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157178,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157180,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157188,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157193,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157192,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157179,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157177,7/17/2012,7/18/2012 5:37:50,FALSE,4,4,4,4,4,TRUE,,
CCS Help Centre,157174,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157176,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157171,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157170,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157201,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157198,7/17/2012,7/17/2012 14:15:38,TRUE,5,NA,NA,NA,5,TRUE,"...I actually resolved the problem myself, however the response to my initial inquiry was very prompt.",
CCS Help Centre,157203,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157205,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157208,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157209,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157206,7/17/2012,7/17/2012 13:21:44,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,157216,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157218,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157217,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157220,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157222,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157221,7/17/2012,9/19/2012 13:42:22,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,157224,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157226,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157228,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157238,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157241,7/17/2012,,FALSE,,,,,,,,
Library IT Help Desk,157230,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157244,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157211,7/17/2012,7/17/2012 10:21:52,TRUE,5,5,5,5,5,TRUE,Thanks very much!,
CCS Help Centre,157231,7/17/2012,7/17/2012 11:35:03,FALSE,NA,NA,5,NA,5,TRUE,,
CCS Help Centre,157243,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157251,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157257,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157219,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157233,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157262,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157263,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157269,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157272,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157277,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157278,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157281,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157282,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157284,7/17/2012,7/18/2012 11:27:25,FALSE,5,NA,5,5,5,TRUE,,
CCS Help Centre,157288,7/17/2012,,FALSE,,,,,,,,
CCS Help Centre,157295,7/17/2012,7/17/2012 14:26:34,TRUE,5,5,5,5,5,TRUE,Great job thanks you!!,
CCS Help Centre,157074,7/16/2012,7/16/2012 10:59:54,FALSE,NA,NA,5,5,5,TRUE,,
CCS Help Centre,157072,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157063,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157067,7/16/2012,7/17/2012 7:57:16,FALSE,5,NA,5,5,5,TRUE,,
CCS Help Centre,157068,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157057,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157055,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157053,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157056,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157049,7/16/2012,7/17/2012 15:01:59,FALSE,4,4,5,5,5,TRUE,,
CCS Help Centre,157052,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157051,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157039,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157045,7/16/2012,7/16/2012 10:40:44,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,157048,7/16/2012,7/16/2012 11:42:25,FALSE,5,5,5,5,5,FALSE,,
CCS Help Centre,157041,7/16/2012,7/16/2012 13:52:06,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,157046,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157038,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157040,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157082,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157044,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157019,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157012,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157013,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157017,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157034,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157014,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157015,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157016,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157022,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157020,7/16/2012,7/16/2012 7:22:33,FALSE,4,4,3,4,4,TRUE,,
CCS Help Centre,157027,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157025,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157021,7/16/2012,,FALSE,,,,,,,,
Library IT Help Desk,157086,7/16/2012,7/16/2012 7:29:28,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,157024,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157018,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157042,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157033,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157032,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157037,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157031,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157023,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157088,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157028,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157030,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157009,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,156500,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157092,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157095,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157102,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157100,7/16/2012,7/16/2012 10:12:36,TRUE,4,4,5,5,5,TRUE,Thank you! I wasn't expecting an answer back so quick and was very happy with the response time,
CCS Help Centre,157105,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157108,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157103,7/16/2012,7/16/2012 9:37:02,FALSE,NA,NA,5,5,5,TRUE,,
CCS Help Centre,157115,7/16/2012,7/16/2012 9:45:20,TRUE,5,5,5,5,5,TRUE,It would be great if the phishing and recent scam notices were on the gryphmail login page or closer to the first CCS gryphmail info page.,
CCS Help Centre,157106,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157127,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157126,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157123,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157118,7/16/2012,7/17/2012 12:31:48,FALSE,1,1,3,1,1,FALSE,,
Library IT Help Desk,157129,7/16/2012,7/16/2012 10:52:11,FALSE,5,4,4,5,5,TRUE,,
CCS Help Centre,157128,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157130,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157111,7/16/2012,7/16/2012 11:15:53,TRUE,4,5,5,5,5,TRUE,Responses and account set-up have been much quicker these days.  Greatly appreciated!,
??????????,,,,,,,,,,,,
CCS Help Centre,157122,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157132,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157134,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157144,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,156648,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157138,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157153,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157154,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157143,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157140,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157149,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157151,7/16/2012,7/17/2012 9:32:56,FALSE,5,5,4,5,5,TRUE,,
CCS Help Centre,157162,7/16/2012,,FALSE,,,,,,,,
CCS Help Centre,157166,7/16/2012,7/16/2012 14:46:09,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,156935,7/13/2012,,FALSE,,,,,,,,
CCS Help Centre,156945,7/13/2012,,FALSE,,,,,,,,
CCS Help Centre,156877,7/13/2012,,FALSE,,,,,,,,
CCS Help Centre,156977,7/13/2012,7/14/2012 12:36:14,TRUE,4,4,2,4,4,TRUE,,
CCS Help Centre,156952,7/13/2012,,FALSE,,,,,,,,
CCS Help Centre,156978,7/13/2012,,FALSE,,,,,,,,
CCS Help Centre,156937,7/13/2012,7/13/2012 15:03:31,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,156990,7/13/2012,7/17/2012 20:55:39,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,156992,7/13/2012,,FALSE,,,,,,,,
CCS Help Centre,156869,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156867,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156866,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156864,7/12/2012,7/12/2012 11:23:16,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,156863,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156874,7/12/2012,7/12/2012 7:24:59,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,156875,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156882,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156898,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156899,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156904,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156902,7/12/2012,7/12/2012 10:30:56,FALSE,5,5,5,5,5,TRUE,,
CCS Help Centre,156903,7/12/2012,7/12/2012 14:43:22,TRUE,NA,NA,5,NA,5,TRUE,"I received an automated response. I forwarded some spam pretending to originate with the university just to make sure the info would be pooled and nobody would be fooled by it. I received a timely response, but no direct contact with an analyst.",
CCS Help Centre,156913,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156923,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156922,7/12/2012,,FALSE,,,,,,,,
CCS Help Centre,156930,7/12/2012,,FALSE,,,,,,,,
